,latitude,longitude 
0,39.8813889,-83.0930556
1,33.4150000,-111.5488889
2,40.1672222,-105.1013889
3,37.3711111,-85.5830556
4,48.5394444,-121.745
5,38.7705556,-81.5533333
6,35.5780556,-108.3213889
7,53.916667,-122.766667
8,33.3869444,-84.2830556
9,47.6063889,-122.3308333
10,41.5286111,-109.4655556
11,47.8108333,-122.3761111
12,43.5680556,-83.5141667
13,34.2255556,-77.945
14,28.3197222,-80.6077778
15,37.6941667,-122.0852778
16,55.07203,-6.51699
17,34.0522222,-118.2427778
18,30.5880556,-103.8941667
19,41.6005556,-93.6088889
20,47.7758333,-117.545
21,51.514125,-0.093689
22,52.033333,-0.633333
23,34.2247222,-118.4488889
24,35.5463889,-77.0525
25,27.4463889,-80.3258333
26,34.0469444,-116.58
27,57.166667,-2.666667
28,32.2216667,-110.9258333
29,37.3402778,-95.2608333
30,43.119514,-75.218775
31,40.5866667,-122.3905556
32,42.3266667,-122.8744444
33,36.1750000,-115.1363889
34,34.7444444,-120.2772222
35,42.4811111,-74.6108333
36,39.0019444,-87.9088889
37,33.4222222,-111.8219444
38,42.8666667,-88.3333333
39,52.118759,5.40633
40,46.1880556,-123.83
41,44.495205,34.166301
42,35.4119444,-99.4038889
43,40.9250000,-98.3416667
44,36.0652778,-119.0158333
45,30.3155556,-89.2475
46,37.9522222,-122.5561111
47,42.1538889,-88.1361111
48,44.314844,-85.602364
49,26.0625,-80.2333333
50,45.6388889,-122.6602778
51,42.2411111,-83.6130556
52,36.4613889,-77.6544444
53,43.85,-79.016667
54,44.9444444,-93.0930556
55,33.0580556,-112.0469444
56,33.9608333,-83.3780556
57,44.0125,-75.7947222
58,36.798432,-119.598721
59,25.1,-76.133333
60,42.2769444,-73.9572222
61,37.1738889,-95.1944444
62,38.9011111,-77.2655556
63,34.2977778,-83.8241667
64,35.1894444,-114.0522222
65,41.4500000,-71.45
66,36.1750000,-115.1363889
67,-35.27603,149.13435
68,45.1672222,-91.1491667
69,40.8688889,-74.2086111
70,36.1658333,-86.7844444
71,42.8666667,-106.3125
72,47.4180556,-122.6297222
73,53.766667,-2.35
74,33.7669444,-118.1883333
75,43.0730556,-89.4011111
76,34.0522222,-118.2427778
77,53.2,-105.75
78,39.8397222,-74.1905556
79,39.0997222,-94.5783333
80,51.616667,0.416667
81,29.984092,-90.152852
82,40.4166667,-86.8752778
83,40.0150000,-105.27
84,53.583333,-1.65
85,41.6827778,-88.3513889
86,27.411695,-82.428522
87,46.9752778,-123.8641667
88,27.850278,-82.174722
89,41.7194444,-84.2180556
90,28.6802778,-81.5097222
91,38.7152778,-123.4533333
92,38.7308333,-88.0852778
93,26.8230556,-80.1388889
94,34.2569444,-85.1647222
95,-15.601411,-56.097892
96,34.048928,-111.093731
97,42.4605556,-83.6516667
98,43.0302778,-83.1661111
99,40.0150000,-105.27
100,32.7252778,-114.6236111
101,34.2694444,-118.7805556
102,36.0725000,-79.7922222
103,33.6083333,-117.7444444
104,53.55,-113.5
105,41.5066667,-90.515
106,35.3227778,-83.8075
107,41.5680556,-87.7202778
108,41.6005556,-93.6088889
109,38.2544444,-104.6086111
110,20.9083333,-156.2275
111,39.0436111,-77.4877778
112,61.5997222,-149.1127778
113,37.348883,-108.585927
114,34.786449,-92.253193
115,-34.928661,138.598633
116,41.8005556,-73.1216667
117,43.1702778,-70.5966667
118,30.3319444,-81.6558333
119,47.9447222,-122.3033333
120,44.660139,-65.681914
121,-14.599413,-28.673147
122,54.591928,-1.019708
123,42.955897,-77.220813
124,34.6086111,-98.39
125,36.7069444,-97.0852778
126,34.0522222,-118.2427778
127,47.6063889,-122.3308333
128,28.5380556,-81.3794444
129,30.3319444,-81.6558333
130,40.7036111,-89.4072222
131,38.2683333,-90.38
132,26.1416667,-81.795
133,30.2669444,-97.7427778
134,47.3811111,-122.2336111
135,47.7627778,-120.6561111
136,46.7833333,-92.1063889
137,37.0841667,-94.5130556
138,42.2711111,-89.0938889
139,44.4983333,-84.5919444
140,40.267194,-86.134902
141,32.2216667,-110.9258333
142,41.4527778,-82.1825
143,33.3941667,-104.5225
144,38.949908,-120.184355
145,44.5647222,-123.2608333
146,38.5816667,-121.4933333
147,28.0680556,-80.5605556
148,39.6427778,-84.2866667
149,45.5236111,-122.675
150,38.9783333,-76.4925
151,34.413312,-80.796249
152,39.8027778,-105.0869444
153,41.7758333,-72.5219444
154,41.7105556,-96.0213889
155,27.1188889,-82.4444444
156,39.6080556,-119.2508333
157,42.6191667,-113.6763889
158,34.61,-112.315
159,41.6819444,-85.9766667
160,37.4527778,-76.3852778
161,54.465,-110.183056
162,46.310944,-122.918449
163,42.1219444,-77.9483333
164,36.3133333,-82.3536111
165,25.6788889,-80.3175
166,34.6136111,-120.1916667
167,33.9813889,-81.2363889
168,51.45,-2.583333
169,41.0144444,-80.4369444
170,45.068798,-64.469051
171,30.3672222,-89.0927778
172,41.29,-73.9208333
173,37.6922222,-97.3372222
174,29.1869444,-82.1402778
175,49.683333,-125.0
176,47.7883333,-122.3075
177,34.0027778,-84.1447222
178,37.3394444,-121.8938889
179,30.1758333,-84.3752778
180,40.3100000,-75.1302778
181,35.0844444,-106.6505556
182,35.8655556,-101.9727778
183,42.3886111,-79.4413889
184,40.3041667,-73.9927778
185,42.6525000,-73.7566667
186,-36.84846,174.763332
187,26.9758333,-82.0908333
188,33.7738889,-117.9405556
189,26.5216667,-82.1894444
190,40.7086111,-113.1166667
191,33.7797222,-116.4644444
192,29.9972222,-98.0983333
193,38.5816667,-121.4933333
194,39.9527778,-105.1680556
195,45.6388889,-122.6602778
196,27.7705556,-82.6794444
197,42.7261111,-71.1913889
198,33.0197222,-96.6986111
199,28.3858333,-80.7422222
200,36.1008333,-92.9536111
201,32.8405556,-83.6325
202,36.7080556,-105.4055556
203,43.316667,-79.8
204,51.833333,-2.166667
205,40.5494444,-122.1741667
206,33.8005556,-118.3891667
207,33.7455556,-117.8669444
208,37.4947222,-120.8455556
209,46.2113889,-119.1361111
210,40.7563889,-73.6452778
211,39.3330556,-82.9825
212,36.977173,-121.899402
213,37.9833333,-75.8541667
214,40.5725,-111.859722
215,19.116667,-70.633333
216,43.463518,-114.2606
217,32.7152778,-117.1563889
218,35.9605556,-83.9208333
219,40.7608333,-111.8902778
220,45.5,-73.583333
221,46.5927778,-112.0352778
222,31.4611111,-103.3933333
223,29.4238889,-98.4933333
224,29.9402778,-91.0247222
225,39.9241667,-83.8088889
226,29.7630556,-95.3630556
227,38.303184,-77.46054
228,39.0997222,-94.5783333
229,42.9763889,-88.1083333
230,42.1,-82.45
231,32.7555556,-98.9019444
232,35.85,-81.538611
233,40.6083333,-75.4905556
234,38.4088889,-121.3705556
235,40.8272222,-83.2813889
236,37.5536111,-77.4605556
237,30.4211111,-87.2169444
238,40.6952778,-80.305
239,38.1838889,-83.4327778
240,53.166667,-1.2
241,27.3361111,-82.5308333
242,39.7391667,-104.9841667
243,59.819814,10.330936
244,48.3613889,-119.5822222
245,42.2916667,-85.5872222
246,35.0844444,-106.6505556
247,33.6675000,-84.0177778
248,42.0963889,-83.2919444
249,42.7675,-78.7441667
250,34.2011111,-118.5355556
251,40.5852778,-105.0838889
252,43.25,-79.833333
253,46.766667,23.583333
254,45.6,-73.733333
255,45.5230556,-122.9886111
256,29.3011111,-94.7975
257,38.196667,-80.690833
258,36.8527778,-75.9783333
259,33.5205556,-86.8025
260,42.7325000,-84.5555556
261,38.6272222,-90.1977778
262,53.8,-2.233333
263,41.3750000,-81.9083333
264,47.1772222,-122.1852778
265,47.5675000,-122.6313889
266,45.979922,-67.426956
267,36.6002778,-121.8936111
268,36.0397222,-114.9811111
269,34.5794444,-118.1155556
270,39.7683333,-86.1580556
271,29.9438889,-82.11
272,46.7313889,-117.1786111
273,41.7055556,-70.2291667
274,33.6675000,-84.0177778
275,33.174147,-96.87871
276,37.2622222,-119.7
277,43.193852,-71.572395
278,61.2180556,-149.9002778
279,42.3313889,-83.0458333
280,39.2672222,-76.7986111
281,38.910833,-75.52767
282,46.521858,-84.34609
283,42.7919444,-83.6277778
284,34.2083333,-77.7966667
285,46.2830556,-96.0772222
286,41.5222222,-81.3380556
287,37.26546,-122.009598
288,47.1302778,-119.2769444
289,43.916231,-123.964
290,33.2147222,-97.1327778
291,32.5091667,-92.1191667
292,34.6991667,-86.7483333
293,38.7805556,-95.5569444
294,47.937222,-122.444444
295,41.6580556,-90.5844444
296,32.8577778,-97.2544444
297,42.8330556,-108.73
298,36.5483333,-82.5619444
299,50.9097,-1.404351
300,52.664913,-1.034894
301,33.6355556,-96.6086111
302,39.1141667,-94.6272222
303,41.6005556,-93.6088889
304,52.298666,5.629619
305,50.7967,-1.083333
306,36.7022222,-85.6916667
307,38.584329,-108.073096
308,42.4391667,-123.3272222
309,34.4047222,-103.2047222
310,48.4213889,-122.3327778
311,34.6980556,-118.1358333
312,28.9825000,-95.9691667
313,45.3575000,-84.2238889
314,-20.166667,57.516667
315,41.8088889,-88.0111111
316,-31.95224,115.861397
317,55.833333,-4.25
318,37.4716667,-121.1286111
319,52.416667,-1.55
320,33.7358333,-118.2913889
321,42.2625000,-71.8027778
322,41.2402778,-75.945
323,35.3841667,-97.7241667
324,13.782967,109.219663
325,32.7025,-103.1355556
326,41.658445,-70.128629
327,30.3319444,-81.6558333
328,44.291092,-105.502221
329,33.6116667,-111.7166667
330,33.4150000,-111.5488889
331,45.7950000,-88.0719444
332,43.4194444,-83.9508333
333,42.0583333,-70.1791667
334,36.1055556,-79.5425
335,38.9822222,-94.6705556
336,39.2902778,-76.6125
337,47.1855556,-122.2916667
338,40.0150000,-105.27
339,42.4727778,-122.8016667
340,37.6922222,-97.3372222
341,51.733333,-1.883333
342,30.2283333,-88.0230556
343,41.0786111,-73.4697222
344,39.8366667,-105.0366667
345,31.3380556,-94.7288889
346,39.6133333,-105.0161111
347,27.5872222,-82.4252778
348,41.426286,-87.821765
349,39.6283333,-84.1594444
350,26.5250000,-80.0666667
351,42.2711111,-89.0938889
352,35.0844444,-106.6505556
353,39.7475000,-122.1952778
354,35.4675000,-97.5161111
355,42.1275000,-87.8288889
356,46.4916667,-124.0488889
357,38.7933333,-77.2719444
358,44.0288889,-88.1627778
359,39.7294444,-104.8313889
360,42.5847222,-87.8211111
361,33.4483333,-112.0733333
362,40.4863889,-86.1336111
363,33.35625,-116.864932
364,52.366667,-1.25
365,45.7833333,-108.5
366,36.0397222,-114.9811111
367,39.2672222,-76.7986111
368,37.4183333,-95.68
369,34.8333333,-81.9922222
370,34.2694444,-118.7805556
371,41.7797222,-71.4377778
372,36.175,-115.1363889
373,41.9583333,-70.6677778
374,40.7719444,-80.7683333
375,30.2669444,-97.7427778
376,43.5408333,-116.5625
377,41.7605556,-88.32
378,44.583333,-75.683333
379,35.6008333,-82.5541667
380,40.5580556,-90.035
381,-29.73485,151.738495
382,43.0388889,-87.9063889
383,46.355,-85.5094444
384,37.2622222,-119.7
385,38.3483333,-92.5813889
386,38.2008333,-84.8733333
387,41.4361111,-81.3866667
388,49.316667,-117.666667
389,42.2711111,-89.0938889
390,32.7833333,-96.8
391,41.9266667,-73.9130556
392,47.6063889,-122.3308333
393,34.2783333,-119.2922222
394,30.3077778,-104.0186111
395,33.6197222,-86.6088889
396,34.5361111,-117.2902778
397,33.8302778,-116.5444444
398,32.8950000,-97.5455556
399,28.6416667,-81.1236111
400,35.1186111,-120.5897222
401,45.6797222,-111.0377778
402,27.8425000,-82.6997222
403,42.6555556,-70.6208333
404,42.2711111,-89.0938889
405,10.72015,122.562106
406,37.3058333,-89.5180556
407,44.173333,28.638333
408,36.0997222,-80.2444444
409,57.466667,-4.233333
410,41.7355556,-122.6333333
411,35.2333333,-106.6638889
412,39.7391667,-104.9841667
413,34.6175000,-89.9686111
414,38.4972222,-94.9502778
415,36.9902778,-86.4436111
416,59.878522,-150.395227
417,35.9811111,-94.4913889
418,47.7675000,-117.3538889
419,41.5611111,-74.1888889
420,41.4569444,-72.8236111
421,42.5802778,-83.0302778
422,38.8338889,-104.8208333
423,31.5788889,-90.4405556
424,39.070388,-76.545241
425,30.3319444,-81.6558333
426,26.9294444,-82.0455556
427,43.9822222,-117.2372222
428,40.460475,-97.049844
429,43.494433,-123.487294
430,38.6272222,-90.1977778
431,48.170236,-113.924276
432,33.6355556,-96.6086111
433,41.85,-87.65
434,30.6277778,-96.3341667
435,38.1041667,-122.2555556
436,43.8955556,-103.4177778
437,-31.95224,115.861397
438,52.388107,4.638483
439,38.0194444,-122.1330556
440,26.750534,51.683427
441,40.3355556,-75.9272222
442,43.9547222,-86.28
443,32.3908333,-110.9658333
444,42.308644,-83.482116
445,42.0986111,-75.9183333
446,44.3644444,-97.1327778
447,41.3186111,-87.2002778
448,43.9441667,-90.8127778
449,46.2830556,-96.0772222
450,35.2338889,-92.3875
451,29.8830556,-97.9411111
452,42.3211111,-85.1797222
453,34.0027778,-84.1447222
454,40.5983333,-124.1561111
455,33.5683333,-83.3625
456,32.507757,-85.050908
457,45.5236111,-122.675
458,53.493099,-1.280452
459,41.6047222,-80.8655556
460,34.2561111,-78.045
461,37.315326,-93.5852
462,38.9780556,-122.8383333
463,30.3411111,-95.0852778
464,42.3563889,-73.2852778
465,45.6388889,-122.6602778
466,47.2530556,-122.4430556
467,44.0522222,-123.0855556
468,33.8936111,-117.7263889
469,53.829579,-2.597118
470,51.514125,-0.093689
471,34.2275000,-83.8844444
472,-16.92304,145.766251
473,40.8066667,-74.1858333
474,43.666667,-79.416667
475,42.2250000,-121.7805556
476,33.3333333,-111.845
477,26.7052778,-80.0366667
478,45.6388889,-122.6602778
479,45.433333,-72.883333
480,34.2572222,-118.6002778
481,40.6300000,-74.4277778
482,49.25,-123.133333
483,43.1705556,-78.6905556
484,41.9211111,-87.8091667
485,45.230637,-77.938373
486,40.0427778,-86.1275
487,38.6580556,-77.25
488,48.3172222,-110.0125
489,51.133333,0.283333
490,39.9975,-85.7466667
491,44.4758333,-73.2125
492,42.049196,-91.681525
493,38.1916667,-120.8280556
494,29.9544444,-90.075
495,33.4472222,-84.1469444
496,39.334419,-74.489983
497,40.1672222,-105.1013889
498,38.738308,-93.573028
499,45.498332,-73.406507
500,31.754336,-106.305807
501,38.2544444,-104.6086111
502,36.7477778,-119.7713889
503,32.676217,-116.724798
504,46.9105556,-98.7080556
505,38.7933333,-77.2719444
506,42.1291667,-80.0852778
507,37.0511111,-122.0136111
508,39.2805556,-80.3447222
509,46.6541667,-120.5288889
510,42.9813889,-70.9483333
511,38.1494444,-79.0719444
512,41.5033333,-74.0108333
513,36.1750000,-115.1363889
514,41.3500000,-72.0788889
515,38.015,-94.8833333
516,36.0150000,-84.5583333
517,31.0727778,-96.9783333
518,34.0522222,-118.2427778
519,32.7152778,-117.1563889
520,38.9780556,-122.8383333
521,49.203278,11.849022
522,33.8352778,-117.9136111
523,33.0580556,-112.0469444
524,37.9747222,-81.5291667
525,46.3250000,-122.7352778
526,33.7877778,-117.8522222
527,45.3575000,-122.6055556
528,35.5277778,-94.2705556
529,33.8491667,-118.3875
530,40.7000000,-73.9061111
531,42.4588889,-88.5177778
532,39.1619444,-84.4569444
533,47.4538889,-122.3205556
534,54.65,-1.45
535,30.7050000,-84.8430556
536,41.6977778,-72.7241667
537,39.3702778,-74.5505556
538,41.0997222,-80.6497222
539,42.0083333,-91.6438889
540,42.3583333,-71.0602778
541,53.755477,-1.473462
542,42.983333,-81.25
543,35.0844444,-106.6505556
544,47.140461,-122.605622
545,30.4111111,-88.8277778
546,53.533333,-1.116667
547,31.812438,-106.421321
548,42.2411111,-83.6130556
549,35.5741667,-105.6744444
550,27.8002778,-97.3961111
